manzent,predios_estrategicos,num_predios_estrategicos,tipo_control,num_combis_consideradas,num_combis_disponibles,num_predios_considerados,num_predios_disponibles
13110191002020,"[151280074900057, 151280074900058, 151280074900059, 151280074900060, 151280074900061, 151280074900062, 151280074900063]",7,sin_control,1,1,7,7
13110191002037,"[151280074900029, 151280074900030, 151280074900031, 151280074900032, 151280074900033, 151280074900034, 151280074900035]",7,sin_control,1,1,7,7
13110191003002,"[151280077700032, 151280077700081]",2,sin_control,11,11,18,18
13110191003004,"[151280078700005, 151280078700006, 151280078700007]",3,sin_control,7,7,12,12
13110191003011,"[151280095100009, 151280095100010, 151280095100011, 151280095100012]",4,sin_control,1,1,4,4
13110191003013,"[151280097500004, 151280097500005, 151280097500006, 151280097500007]",4,sin_control,3,3,6,6
13110191003014,"[151280097300006, 151280097300007, 151280097300008, 151280097300009]",4,sin_control,2,2,6,6
13110191003023,"[151280095500001, 151280095500002, 151280095500003]",3,sin_control,2,2,7,7
13110211001003,[151280014900005],1,sin_control,20,20,26,26
13110211001004,[151280016500016],1,sin_control,4,4,10,10
13110211001005,"[151280016700007, 151280016700008, 151280016700009, 151280016700010]",4,sin_control,1,1,4,4
13110211001006,"[151280016900017, 151280016900020, 151280016900021]",3,sin_control,2,2,6,6
13110211001007,[151280020700016],1,sin_control,18,18,12,12
13110211001008,[151280019500005],1,sin_control,4,4,11,11
13110211001009,[151280020500002],1,sin_control,9,9,13,13
13110211001011,"[151280020700074, 151280020700075, 151280020700076, 151280020700086, 151280020700087, 151280020700088, 151280020700092, 151280020700093]",8,sin_control,1,1,8,8
13110211001013,"[151280027100036, 151280027100037, 151280027100038]",3,sin_control,1,1,3,3
13110211001014,[151280026900008],1,sin_control,29,29,21,21
13110211001015,"[151280026700010, 151280026700011]",2,sin_control,4,4,9,9
13110211001016,[151280026500006],1,sin_control,14,14,15,15
13110211001018,[151280026300002],1,sin_control,13,13,12,12
13110211001019,[151280026100006],1,sin_control,35,35,19,19
13110211001020,[151280025100011],1,sin_control,37,37,20,20
13110211001021,[151280023100011],1,sin_control,50,112,46,63
13110211001022,[151280023300008],1,con_control,7,7,12,12
13110211001023,[151280023500006],1,sin_control,9,9,12,12
13110211001024,[151280023700010],1,sin_control,7,7,12,12
13110211001025,[151280028900009],1,sin_control,36,36,24,24
13110211001026,[151280029100014],1,sin_control,37,37,24,24
13110211001027,[151280029300011],1,sin_control,19,19,20,20
13110211001028,[151280029500007],1,sin_control,27,27,24,24
13110211001029,[151280029700010],1,sin_control,26,26,22,22
13110211001032,"[151280030100030, 151280030100031, 151280030100032, 151280030100033, 151280030100034, 151280030100035, 151280030100036]",7,sin_control,1,1,7,7
13110211002001,[151280032100062],1,sin_control,19,19,34,34
13110211002002,[151280032700010],1,sin_control,22,22,12,12
13110211002003,[151280038700004],1,sin_control,42,42,14,14
13110211002006,[151280041100039],1,sin_control,18,18,27,27
13110211002007,[151280042700004],1,sin_control,11,11,15,15
13110211002008,"[151280044700011, 151280044700012, 151280044700013]",3,sin_control,3,3,5,5
13110211002009,[151280032900012],1,sin_control,50,96,22,70
13110211002010,[151280036900001],1,sin_control,5,5,6,6
13110211002011,"[151280038900005, 151280038900006]",2,sin_control,3,3,13,13
13110211002012,[151280032900049],1,sin_control,35,35,16,16
13110211002015,[151280032900179],1,sin_control,25,25,12,12
13110211002016,[151280032900164],1,sin_control,26,26,12,12
13110211002017,[151280032900155],1,sin_control,25,25,12,12
13110211002018,[151280032900143],1,sin_control,25,25,12,12
13110211002019,[151280032900209],1,sin_control,44,44,26,26
13110211003001,"[151280037100001, 151280037100002, 151280037100003, 151280037100004, 151280037100007, 151280037100008, 151280037100009, 151280037100010]",8,sin_control,2,2,10,10
13110211003003,"[151280037300008, 151280037300009]",2,sin_control,6,6,12,12
13110211003004,"[151280039300001, 151280039300002, 151280039300003, 151280039300004, 151280039300005, 151280039300007, 151280039300008, 151280039300009, 151280039300010, 151280039300011]",10,sin_control,1,1,10,10
13110211003005,"[151280039100002, 151280039100003, 151280039100008, 151280039100009]",4,sin_control,4,4,12,12
13110211003006,"[151280039500001, 151280039500002, 151280039500003, 151280039500004, 151280039500005, 151280039500006, 151280039500007, 151280039500008]",8,sin_control,1,1,8,8
13110211003007,"[151280040500002, 151280040500003, 151280040500008, 151280040500009]",4,sin_control,4,4,12,12
13110211003012,"[151280037500049, 151280037500050, 151280037500051, 151280037500052, 151280037500053, 151280037500054]",6,sin_control,5,5,10,10
13110211003016,"[151280039900004, 151280039900023, 151280039900025]",3,sin_control,3,3,8,8
13110211003017,"[151280039900020, 151280039900021]",2,sin_control,3,3,5,5
13110211003018,"[151280044300003, 151280044300004, 151280044300012]",3,sin_control,2,2,6,6
13110211003020,"[151280043900004, 151280043900005, 151280043900006, 151280043900007, 151280043900008, 151280043900012, 151280043900013, 151280043900014, 151280043900015, 151280043900016]",10,sin_control,1,1,10,10
13110211003021,"[151280042500002, 151280042500003, 151280042500008, 151280042500009]",4,sin_control,5,5,12,12
13110211003023,"[151280042100004, 151280042100005, 151280042100006, 151280042100012, 151280042100013, 151280042100014]",6,sin_control,2,2,14,14
13110211003024,"[151280043700002, 151280043700003, 151280043700004, 151280043700005, 151280043700008, 151280043700009, 151280043700010, 151280043700011]",8,sin_control,2,2,12,12
13110211003027,[151280045700005],1,sin_control,33,33,32,32
13110211003031,[151280050500004],1,sin_control,16,16,10,10
13110211003032,[151280050300003],1,sin_control,26,26,15,15
13110211003033,"[151280050700002, 151280050700003, 151280050700004, 151280050700005]",4,sin_control,1,1,4,4
13110211003035,[151280050900009],1,sin_control,40,40,20,20
13110211003036,[151280051100012],1,sin_control,26,26,19,19
13110211003037,[151280058900074],1,sin_control,6,6,12,12
13110211003039,[151280051500012],1,sin_control,11,11,13,13
13110211003041,[151280051900014],1,sin_control,16,16,18,18
13110211003044,"[151280060900001, 151280060900002, 151280060900003, 151280060900004, 151280060900005, 151280060900015, 151280060900016, 151280060900017, 151280060900018, 151280060900019]",10,sin_control,1,1,10,10
13110211004001,"[151280004500031, 151280004500032, 151280004500033, 151280004500034]",4,sin_control,2,2,6,6
13110211004002,"[151280004500038, 151280004500039, 151280004500040, 151280004500041]",4,sin_control,2,2,6,6
13110211004005,[151280005900059],1,sin_control,27,27,24,24
13110211004007,[151280010100027],1,sin_control,27,27,35,35
13110211004008,[151280013100029],1,sin_control,5,5,8,8
13110211004009,[151280008900039],1,sin_control,19,19,15,15
13110211004010,"[151280009100028, 151280009100029, 151280009100030, 151280009100031, 151280009100034, 151280009100035, 151280009100036, 151280009100037]",8,sin_control,2,2,12,12
13114011001002,[151080081500012],1,sin_control,18,18,18,18
13114011002003,[151080082100048],1,con_control,4,4,7,7
13114011002004,"[151080080700011, 151080080700012, 151080080700013, 151080080700025, 151080080700026, 151080080700027]",6,sin_control,3,3,18,18
13114011002005,"[151080080900003, 151080080900004, 151080080900015, 151080080900016]",4,sin_control,4,4,12,12
13114011002007,"[151080081300003, 151080081300004]",2,sin_control,6,6,14,14
13114011002012,[151080080300008],1,sin_control,5,5,8,8
13114011002013,[151080082300014],1,sin_control,10,10,18,18
13114011004006,"[151080071500024, 151080071500025]",2,sin_control,3,3,8,8
13114011007002,[151080060100052],1,con_control,1,1,1,1
13114011007006,"[151080060700004, 151080060700005]",2,sin_control,1,1,2,2
13114021001016,"[151080170500001, 151080170500002, 151080170500003, 151080170500019, 151080170500020]",5,sin_control,1,1,5,5
13114021002004,"[151080205100001, 151080205100002, 151080205100003, 151080205100004, 151080205100005]",5,sin_control,1,1,5,5
13114021002006,[151080204900006],1,sin_control,13,13,12,12
13114021002007,"[151080208300003, 151080208300004, 151080208300005, 151080208300006]",4,sin_control,1,1,4,4
13114021002018,"[151080240100004, 151080240100008, 151080240100009, 151080240100010]",4,sin_control,1,1,4,4
13114021002028,"[151080213900030, 151080213900032, 151080213900035, 151080213900037, 151080213900043]",5,sin_control,1,1,5,5
13114021003004,[151080207100016],1,sin_control,10,10,11,11
13114021003022,"[151080202100011, 151080202100012, 151080202100020]",3,sin_control,1,1,3,3
13114021004004,[151080169100004],1,sin_control,44,44,26,26
13114021004008,"[151080169900004, 151080169900012]",2,sin_control,5,5,12,12
13114021004009,[151080170100013],1,sin_control,27,27,18,18
13114031002005,[151080201100003],1,sin_control,19,19,11,11
13114031002010,[151080200300018],1,sin_control,6,6,5,5
13114031002030,"[151080200100012, 151080200100013, 151080200100033, 151080200100034]",4,sin_control,1,1,4,4
13114031003001,"[151080201200004, 151080201200005]",2,sin_control,3,3,4,4
13114031003016,[151080201000004],1,con_control,3,3,8,8
13114031003017,"[151080200800001, 151080200800002, 151080200800003]",3,sin_control,1,1,3,3
13114031004002,"[151080153500012, 151080153500013, 151080153500025]",3,sin_control,2,2,5,5
13114031005005,"[151080150900015, 151080150900016, 151080150900032]",3,sin_control,1,1,3,3
13114031005006,"[151080151100009, 151080151100011]",2,sin_control,3,3,4,4
13114031007002,"[151080200200002, 151080200200003]",2,sin_control,3,3,4,4
13114031007006,"[151080210400101, 151080210400102, 151080210400103, 151080210400104]",4,sin_control,8,8,29,29
13114041003004,[151080240000046],1,con_control,3,3,3,3
13114051001001,"[151080095400074, 151080095400075]",2,sin_control,3,3,8,8
13114051001013,"[151080096600024, 151080096600025]",2,sin_control,7,7,15,15
13114051001015,[151080105600069],1,sin_control,7,7,8,8
13114051001016,[151080105600037],1,sin_control,30,30,28,28
13114051001017,[151080105600096],1,sin_control,15,15,17,17
13114051001018,[151080106200007],1,sin_control,4,4,6,6
13114051002013,[151080108200030],1,con_control,3,3,6,6
13114051002016,[151080107400005],1,sin_control,8,8,6,6
13114051003002,"[151080056500031, 151080056500032]",2,sin_control,2,2,5,5
13114051003003,"[151080090800005, 151080090800006, 151080090800068]",3,sin_control,1,1,3,3
13114051003004,"[151080091000004, 151080091000078]",2,sin_control,1,1,2,2
13114061001004,[151080094600004],1,sin_control,8,8,5,5
13114061001019,[151080131600022],1,sin_control,18,18,19,19
13114061001021,[151080115800009],1,sin_control,12,12,12,12
13114061001022,[151080116800013],1,sin_control,11,11,14,14
13114061001024,[151080116200014],1,sin_control,19,19,13,13
13114061001025,[151080116600019],1,sin_control,15,15,24,24
13114061001026,[151080117800022],1,sin_control,12,12,18,18
13114061002001,[151080093200099],1,sin_control,4,4,5,5
13114081001001,"[151080161000005, 151080161000006, 151080161000007, 151080161000008]",4,sin_control,4,4,9,9
13114081003016,[151080188200021],1,sin_control,21,21,26,26
13114091001001,"[151080121000004, 151080121000059]",2,sin_control,3,3,12,12
13114091001002,"[151080121200005, 151080121200006, 151080121200023]",3,sin_control,1,1,3,3
13114091001004,[151080121400017],1,sin_control,8,8,11,11
13114091002015,"[151080128600010, 151080128600011]",2,sin_control,6,6,9,9
13114091002017,[151080129800025],1,sin_control,13,13,10,10
13114091002036,"[151080130400110, 151080130400111]",2,sin_control,1,1,2,2
13114091003021,"[151080124600001, 151080124600002, 151080124600003]",3,sin_control,1,1,3,3
13114091003022,"[151080126400001, 151080126400019]",2,sin_control,3,3,6,6
13114091003026,"[151080128000002, 151080128000003, 151080128000004, 151080128000005]",4,sin_control,1,1,4,4
13114091004001,[151080120000067],1,sin_control,17,17,12,12
13114091004002,[151080120800005],1,con_control,1,1,1,1
13114101001001,[151080069200093],1,sin_control,6,6,11,11
13114101002001,"[151080070400099, 151080070400100, 151080070400101]",3,sin_control,2,2,6,6
13114101003001,[151080071800034],1,sin_control,10,10,9,9
13114101003002,"[151080071800039, 151080071800042, 151080071800043, 151080071800050, 151080071800051, 151080071800052]",6,sin_control,1,1,6,6
13114101004002,"[151080072400001, 151080072400002, 151080072400003, 151080072400004]",4,sin_control,2,2,10,10
13114101004003,[151080072600042],1,sin_control,16,16,16,16
13114101004004,"[151080073200001, 151080073200002, 151080073200003]",3,sin_control,1,1,3,3
13114101004013,[151080077200041],1,con_control,3,3,4,4
13114101004020,"[151080078400022, 151080078400048, 151080078400049]",3,sin_control,3,3,8,8
13114101004022,"[151080078800024, 151080078800025]",2,sin_control,2,2,3,3
13114101005001,"[151080079000026, 151080079000027, 151080079000028, 151080079000029]",4,sin_control,7,7,24,24
13114101005012,"[151080082400103, 151080082400104]",2,sin_control,2,2,6,6
13114101005013,"[151080083400090, 151080083400091, 151080083400092, 151080083400093]",4,sin_control,2,2,5,5
13114101005014,"[151080083400084, 151080083400085, 151080083400086, 151080083400087]",4,sin_control,2,2,8,8
13114101005015,[151080083400068],1,sin_control,7,7,16,16
13114101005016,[151080083400005],1,sin_control,8,8,13,13
13114101005018,"[151080084000049, 151080084000050, 151080084000051]",3,sin_control,4,4,12,12
13114101005019,"[151080084000020, 151080084000021, 151080084000022]",3,sin_control,5,5,14,14
13114101005022,"[151080084400036, 151080084400037, 151080084400038, 151080084400039]",4,sin_control,1,1,4,4
13114101005024,[151080084400044],1,sin_control,14,14,9,9
13114111001006,[151080061400012],1,sin_control,3,3,2,2
13114111001009,[151080063600013],1,sin_control,11,11,16,16
13114111002009,[151080066800042],1,sin_control,24,24,35,35
13114111003016,[151080064800098],1,sin_control,15,15,18,18
13114111004003,[151080050200027],1,con_control,3,3,1,1
13114111004005,[151080050600004],1,con_control,4,4,4,4
13114111004013,"[151080053200001, 151080053200021]",2,sin_control,3,3,10,10
13114111005003,"[151080068200005, 151080068200006, 151080068200007]",3,sin_control,1,1,3,3
13114111005008,"[151080069000034, 151080069000035, 151080069000036, 151080069000037, 151080069000038]",5,sin_control,3,3,14,14
13114111006001,"[151080053900068, 151080053900069]",2,sin_control,4,4,7,7
13114111006005,"[151080057100009, 151080057100010]",2,sin_control,1,1,2,2
13114111006009,"[151080055400028, 151080055400030]",2,sin_control,2,2,3,3
13114111006010,[151080057700005],1,sin_control,10,10,10,10
13114111007003,"[151080051400003, 151080051400011, 151080051400012]",3,sin_control,1,1,3,3
13114111007004,"[151080051600006, 151080051600021, 151080051600022, 151080051600023, 151080051600033]",5,sin_control,1,1,5,5
13114111007007,"[151080052000009, 151080052000010, 151080052000011]",3,sin_control,1,1,3,3
13114121001001,[151080028400025],1,sin_control,20,20,15,15
13114121001012,[151080030800006],1,sin_control,11,11,13,13
13114121001013,[151080031200007],1,sin_control,13,13,15,15
13114121001025,"[151080034000012, 151080034000013, 151080034000014, 151080034000015]",4,sin_control,2,2,10,10
13114121002002,"[151080036800018, 151080036800029]",2,sin_control,1,1,2,2
13114121002003,[151080037000013],1,sin_control,27,27,26,26
13114121002004,[151080040000054],1,sin_control,16,16,14,14
13114121002006,[151080040600028],1,sin_control,29,29,26,26
13114121002007,[151080040200022],1,sin_control,26,26,19,19
13114121002008,[151080040400005],1,sin_control,23,23,18,18
13114121003001,"[151080035400066, 151080035400067, 151080035400068, 151080035400069]",4,sin_control,4,4,16,16
13114121003002,[151080035400052],1,sin_control,23,23,19,19
13114121003003,"[151080035800003, 151080035800004, 151080035800005]",3,sin_control,9,9,20,20
13114121003004,"[151080036000004, 151080036000020, 151080036000021]",3,sin_control,4,4,9,9
13114121004001,"[151080038200029, 151080038200030]",2,sin_control,1,1,2,2
13114121005003,[151080042800006],1,sin_control,16,16,16,16
13114121005004,[151080043000008],1,sin_control,30,30,24,24
13114121005013,"[151080045000004, 151080045000005, 151080045000006]",3,sin_control,1,1,3,3
13114121005016,"[151080045600027, 151080045600028]",2,sin_control,4,4,6,6
13114121005017,[151080046000008],1,sin_control,8,8,13,13
13114121005020,[151080046400025],1,con_control,3,3,7,7
13114121006001,[151080037400021],1,sin_control,21,21,34,34
13114121006002,[151080037800055],1,sin_control,22,22,32,32
13114121006003,[151080038000018],1,sin_control,15,15,21,21
13114121007001,"[151080034200041, 151080034200042, 151080034200043, 151080034200055]",4,sin_control,2,2,5,5
13114121007002,[151080035200103],1,sin_control,37,37,47,47
13114131002002,"[151080032500005, 151080032500006]",2,sin_control,1,1,2,2
13114131003003,"[151080025500039, 151080025500040]",2,sin_control,1,1,2,2
13114131003004,[151080025300011],1,con_control,2,2,3,3
13114131003006,"[151080023100004, 151080023100010]",2,sin_control,2,2,5,5
13114131005008,"[151080020500026, 151080020500027]",2,sin_control,1,1,2,2
13114131006003,[151080022800045],1,sin_control,2,2,3,3
13114131007007,"[151080023800014, 151080023800015]",2,sin_control,1,1,2,2
13114131007010,[151080026200005],1,sin_control,3,3,3,3
13114131008003,"[151080020600001, 151080020600029]",2,sin_control,1,1,2,2
13114131008005,"[151080023600001, 151080023600010, 151080023600011, 151080023600012]",4,sin_control,1,1,4,4
13114131010005,"[151080029700001, 151080029700002, 151080029700016]",3,sin_control,1,1,3,3
13120011001001,"[151050122900008, 151050122900040]",2,sin_control,4,4,7,7
13120011001002,"[151050123100006, 151050123100073]",2,sin_control,6,6,20,20
13120011001003,"[151050103100001, 151050103100002, 151050103100023, 151050103100024]",4,sin_control,2,2,5,5
13120011001004,"[151050102900024, 151050102900025]",2,sin_control,3,3,10,10
13120011001005,"[151050092900004, 151050092900005]",2,sin_control,9,9,7,7
13120011001006,"[151050082900010, 151050082900011]",2,sin_control,4,4,5,5
13120011001007,[151050083100019],1,sin_control,6,6,5,5
13120011002002,"[151050075100008, 151050075100009, 151050075100019, 151050075100020]",4,sin_control,1,1,4,4
13120011002003,[151050075200003],1,sin_control,7,7,10,10
13120011002004,"[151050075500013, 151050075500014]",2,sin_control,2,2,5,5
13120011002006,"[151050065400016, 151050065400021]",2,sin_control,6,6,9,9
13120011002008,"[151050065100005, 151050065100006]",2,sin_control,3,3,6,6
13120011002009,"[151050055200008, 151050055200010]",2,sin_control,1,1,2,2
13120011002012,[151050025500005],1,con_control,4,4,5,5
13120011002013,[151050015500002],1,con_control,3,3,6,6
13120011002014,"[151050005400051, 151050005400052]",2,sin_control,7,7,9,9
13120011002015,"[151050005300024, 151050005300025]",2,sin_control,4,4,8,8
13120011002016,"[151050045200008, 151050045200009]",2,sin_control,2,2,3,3
13120011002018,[151050005200006],1,con_control,3,3,4,4
13120011003001,"[151050052900014, 151050052900015]",2,sin_control,1,1,2,2
13120011003002,[151050073100014],1,sin_control,7,7,10,10
13120011003003,[151050073200003],1,sin_control,13,13,9,9
13120011003005,"[151050023100001, 151050023100018, 151050023100019, 151050023100020]",4,sin_control,3,3,11,11
13120011003006,"[151050022900001, 151050022900002]",2,sin_control,1,1,2,2
13120011003007,"[151050002900037, 151050002900038]",2,sin_control,1,1,2,2
13120011003008,"[151050013100002, 151050013100003, 151050013100004]",3,sin_control,1,1,3,3
13120011003009,"[151050003100002, 151050003100003]",2,sin_control,2,2,4,4
13120011004001,"[151050123200047, 151050123200048]",2,sin_control,3,3,8,8
13120011004002,"[151050123500030, 151050123500031]",2,sin_control,17,17,24,24
13120011004003,"[151050103500003, 151050103500004]",2,sin_control,3,3,9,9
13120011004004,"[151050103200036, 151050103200037, 151050103200047]",3,sin_control,5,5,13,13
13120011004005,[151050083300023],1,sin_control,10,10,12,12
13120011005002,[151050123600007],1,con_control,10,10,7,7
13120011005003,[151050123700005],1,sin_control,8,8,11,11
13120011005007,"[151050103700008, 151050103700030, 151050103700046, 151050103700047]",4,sin_control,2,2,5,5
13120011006001,"[151050004300078, 151050004300079, 151050004300080, 151050004300081]",4,sin_control,2,2,5,5
13120011006002,"[151050064900012, 151050064900020]",2,sin_control,1,1,2,2
13120011006003,"[151050065000008, 151050065000009, 151050065000010]",3,sin_control,2,2,4,4
13120011006004,"[151050054900007, 151050054900008]",2,sin_control,2,2,5,5
13120011006005,[151050005100009],1,sin_control,9,9,6,6
13120011007001,[151050073300031],1,sin_control,39,39,34,34
13120011007002,"[151050073500021, 151050073500022, 151050073500023, 151050073500024, 151050073500041, 151050073500042]",6,sin_control,1,1,6,6
13120011007003,[151050073700015],1,sin_control,8,8,10,10
13120011007004,"[151050073800024, 151050073800025]",2,sin_control,3,3,5,5
13120011007005,"[151050053700009, 151050053700010]",2,sin_control,5,5,10,10
13120011007009,[151050003500023],1,con_control,3,3,3,3
13120011008001,"[151050053800031, 151050053800032, 151050053800033]",3,sin_control,2,2,9,9
13120011008002,[151050023800022],1,sin_control,4,4,7,7
13120011008003,[151050003800063],1,sin_control,5,5,6,6
13120011008004,[151050003900024],1,sin_control,8,8,11,11
13120011008005,"[151050004000021, 151050004000092]",2,sin_control,4,4,10,10
13120011009002,[151050074100035],1,sin_control,8,8,25,25
13120011009003,[151050074200021],1,sin_control,15,15,17,17
13120021001001,[151050156800029],1,sin_control,32,32,38,38
13120021001002,[151050157100024],1,sin_control,40,40,32,32
13120021001003,[151050127100086],1,sin_control,36,36,66,66
13120021001004,[151050147000006],1,sin_control,4,4,5,5
13120021001005,"[151050146800014, 151050146800015]",2,sin_control,15,15,19,19
13120021001006,"[151050127100002, 151050127100003, 151050127100004, 151050127100005, 151050127100006, 151050127100042]",6,sin_control,2,2,7,7
13120021001007,[151050126800014],1,sin_control,9,9,11,11
13120021001008,Int64[],0,sin_control,50,71,46,62
13120021001009,[151050087100019],1,sin_control,19,19,20,20
13120021002001,[151050156100044],1,sin_control,12,12,15,15
13120021002003,[151050186200004],1,sin_control,40,40,28,28
13120021002004,[151050176200009],1,sin_control,49,49,34,34
13120021002005,[151050176400029],1,sin_control,11,11,17,17
13120021002006,[151050166400011],1,sin_control,9,9,16,16
13120021002007,[151050166200028],1,sin_control,31,31,28,28
13120021002008,[151050155800012],1,sin_control,45,45,24,24
13120021002009,[151050156200017],1,sin_control,7,7,13,13
13120021002010,[151050156400008],1,sin_control,18,18,16,16
13120021002011,"[151050146400014, 151050146400015]",2,sin_control,2,2,4,4
13120021002012,[151050126400003],1,con_control,7,7,7,7
13120021002013,[151050126200033],1,sin_control,16,16,17,17
13120021002014,[151050126200041],1,sin_control,8,8,13,13
13120021002015,[151050126200087],1,sin_control,15,15,22,22
13120021002017,[151050125800025],1,sin_control,35,35,23,23
13120021002018,[151050085800021],1,sin_control,4,4,10,10
13120021002019,[151050086100029],1,con_control,2,2,1,1
13120021002020,[151050086200024],1,sin_control,27,27,18,18
13120021002021,[151050086300004],1,sin_control,44,44,27,27
13120021002022,[151050086400024],1,sin_control,30,30,23,23
13120021002023,"[151050086500003, 151050086500019]",2,sin_control,12,12,14,14
13120021003001,[151050184900017],1,sin_control,50,55,38,41
13120021003002,[151050185000015],1,sin_control,50,81,34,35
13120021003003,[151050185100013],1,sin_control,50,64,32,32
13120021003004,[151050185200026],1,sin_control,19,19,14,14
13120021003005,"[151050195600020, 151050195600021, 151050195600022, 151050195600023]",4,sin_control,2,2,8,8
13120021003006,[151050185700001],1,sin_control,14,14,16,16
13120021003007,[151050185600001],1,sin_control,14,14,16,16
13120021003008,[151050165600011],1,sin_control,14,14,13,13
13120021003009,[151050155600005],1,sin_control,6,6,7,7
13120021003010,[151050155300022],1,sin_control,23,23,14,14
13120021003011,"[151050155200005, 151050155200006]",2,sin_control,1,1,2,2
13120021003012,[151050155100023],1,sin_control,20,20,22,22
13120021003013,[151050155000021],1,sin_control,21,21,22,22
13120021003014,[151050154900003],1,sin_control,22,22,25,25
13120021003015,[151050144900021],1,sin_control,9,9,14,14
13120021003016,[151050145000002],1,sin_control,12,12,14,14
