codigo_predial|manzent|bypassability|strategic_power
151600044500009|13132011002015|0.9918239474287461|-7.5
151600044500010|13132011002015|0.9912558707854443|15.0
151600044500011|13132011002015|0.8908428589373194|-31.5
151600044500012|13132011002015|0.9182128149492982|-90.5
151600044500013|13132011002015|0.9335643266043989|-42.5
151600044500016|13132011002015|0.9782917427470075|-7.5
151600044500015|13132011002015|0.9804798698657992|-29.5
151600044500003|13132011002015|1.0|202.0
151600043900005|13132011002023|0.6818181818181818|399.0
151600043900020|13132011002023|0.7000599880023995|499.0
151600043900018|13132011002023|0.9088707235846201|-399.0
151600043900019|13132011002023|0.7607561929595827|499.0
151600043900012|13132011002023|0.6670366259711432|-400.0
151600043900011|13132011002023|0.6662971175166297|-399.0
151600053700017|13132011003003|0.6666666666666666|-23.0
151600053700018|13132011003003|0.6666666666666666|-23.0
151600053700024|13132011003003|0.6595744680851063|1.0
151600053700025|13132011003003|0.8600652238363474|-65.0
151600053700026|13132011003003|0.7980742778541953|-62.0
151600053700027|13132011003003|0.8331343996180472|22.0
151600053700028|13132011003003|0.8099326990020886|54.0
151600053700029|13132011003003|0.8028251912889935|147.0
151600053700023|13132011003003|0.64|144.0
151600053700019|13132011003003|0.0|254.0
151600053700022|13132011003003|1.0|-43.0
151600056300013|13132011003004|0.6664932362122789|449.0
151600056300014|13132011003004|0.6668401874023946|448.0
151600056300007|13132011003004|0.8125|0.0
151600056300004|13132011003004|1.0|0.0
151600056300005|13132011003004|0.8571428571428571|192.0
151600056300006|13132011003004|0.7222222222222222|0.0
151600056300009|13132011003004|0.8571428571428571|0.0
151600056300008|13132011003004|0.75|0.0
151600054100022|13132011003005|0.8549262994569433|-10.0
151600054100023|13132011003005|0.8014545454545454|-10.0
151600054100024|13132011003005|0.9005464480874317|-10.0
151600054100021|13132011003005|0.896774193548387|10.0
151600054100031|13132011003005|1.0|45.0
151600054100032|13132011003005|0.0|371.0
151600058500069|13132011003006|0.0|124.0
151600058500070|13132011003006|1.0|-57.0
151600058500016|13132011003006|0.0|230.0
151600058500017|13132011003006|1.0|-4.0
151600058500027|13132011003006|0.829512893982808|0.0
151600058500032|13132011003006|0.9061143984220907|0.0
151600058500033|13132011003006|0.815979381443299|0.0
151600058500034|13132011003006|0.784634448574969|0.0
151600058500035|13132011003006|0.869|155.0
151600058500026|13132011003006|0.0|212.0
151600058500003|13132011003006|0.6684491978609626|1002.0
151600058500029|13132011003006|0.8453453453453453|-32.0
151600058500028|13132011003006|0.6293478260869565|0.0
151600058500051|13132011003006|0.6666666666666666|-16.0
151600058500002|13132011003006|0.6648936170212766|1022.0
151600058500052|13132011003006|0.6666666666666666|-16.0
151600058500031|13132011003006|0.0|0.0
151600058300032|13132011003008|0.991670562237049|-164.0
151600058300033|13132011003008|0.9299644747335605|-88.0
151600058300034|13132011003008|0.935969936882046|-122.0
